Unit,Question,Answer
VISUAL 4 - UNIT 3,Corrected Question,Corrected Answer
VISUAL 4 - UNIT 4, , 
VISUAL 4 - UNIT 4,"""Who are they?""","""They are a family."""
VISUAL 4 - UNIT 4,"""How many people are in your close family?""","""There are [insert number] people in my close family."""
VISUAL 4 - UNIT 4,"""Is it a close family or a family with relatives?""","""It is a close family."" / ""It is a family with relatives."""
VISUAL 4 - UNIT 4,"""Is it a small or big family?""","""It is a small family."" / ""It is a big family."""
VISUAL 4 - UNIT 4,"""Do you spend Christmas with your close family and relatives?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 4 - UNIT 4,"""What is this image?""","""This is an image of a family."""
VISUAL 4 - UNIT 4,"""Is the chick young, middle-aged, or old?""","""The chick is [young/middle-aged/old]."""
VISUAL 4 - UNIT 4,"""What are these categories?""","""These categories are young, middle-aged, and old."""
VISUAL 4 - UNIT 4,"""Is the girl short or tall?""","""The girl is short."" / ""The girl is tall."""
VISUAL 4 - UNIT 4,"""Is the woman in the dress short or tall?""","""The woman in the dress is short."" / ""The woman in the dress is tall."""
VISUAL 4 - UNIT 4,"""Is the man short or tall?""","""The man is short."" / ""The man is tall."""
VISUAL 4 - UNIT 4,"""Is the boy short or tall?""","""The boy is short."" / ""The boy is tall."""
VISUAL 4 - UNIT 4,"""Is the elf short or tall?""","""The elf is short."" / ""The elf is tall."""
VISUAL 4 - UNIT 4,"""Is the giant short or tall?""","""The giant is short."" / ""The giant is tall."""
VISUAL 4 - UNIT 4,"""Is the zombie short or tall?""","""The zombie is short."" / ""The zombie is tall."""
VISUAL 4 - UNIT 4,"""Is the giraffe short or tall?""","""The giraffe is short."" / ""The giraffe is tall."""
VISUAL 4 - UNIT 4,"""Is the woman short or tall?""","""The woman is short."" / ""The woman is tall."""
VISUAL 4 - UNIT 4,"""What are these categories?""","""These categories are short and tall."""
VISUAL 4 - UNIT 4,"""Is the cat slim, well-built, plump, or fat?""","""The cat is [slim/well-built/plump/fat]."""
VISUAL 4 - UNIT 4,"""Is the monster slim, well-built, plump, or fat?""","""The monster is [slim/well-built/plump/fat]."""
VISUAL 4 - UNIT 4,"""Is the woman slim, well-built, plump, or fat?""","""The woman is [slim/well-built/plump/fat]."""
VISUAL 4 - UNIT 4,"""Is the man slim, well-built, plump, or fat?""","""The man is [slim/well-built/plump/fat]."""
VISUAL 4 - UNIT 4,"""Are the men slim, well-built, plump, or fat?""","""The men are [slim/well-built/plump/fat]."""
VISUAL 4 - UNIT 4,"""Is Santa slim, well-built, plump, or fat?""","""Santa is [slim/well-built/plump/fat]."""
VISUAL 4 - UNIT 4,"""Is the dog slim, well-built, plump, or fat?""","""The dog is [slim/well-built/plump/fat]."""
VISUAL 4 - UNIT 4,"""What are these categories?""","""These categories are slim, thin, well-built, and fat."""
VISUAL 4 - UNIT 4,"""Does he have short, long, fair, or dark hair?""","""He has [short/long/fair/dark] hair."""
VISUAL 4 - UNIT 4,"""Does she have short, long, curly, or straight hair?""","""She has [short/long/curly/straight] hair."""
VISUAL 4 - UNIT 4,"""Does she have short, long, fair, or dark hair?""","""She has [short/long/fair/dark] hair."""
VISUAL 4 - UNIT 4,"""Does he have short, long, straight, or curly hair?""","""He has [short/long/straight/curly] hair."""
VISUAL 4 - UNIT 4,"""Does she have straight, curly, short, or long hair?""","""She has [straight/curly/short/long] hair."""
VISUAL 4 - UNIT 4,"""Does she have short or long hair?""","""She has short hair."" / ""She has long hair."""
VISUAL 4 - UNIT 4,"""Does she have straight, curly, fair, or dark hair?""","""She has [straight/curly/fair/dark] hair."""
VISUAL 4 - UNIT 4,"""What is this image?""","""This is an image of hair types."""
VISUAL 4 - UNIT 4,"""Does the baby have short, long, dark, or fair hair?""","""The baby has [short/long/dark/fair] hair."""
VISUAL 4 - UNIT 4,"""Does the girl have straight or curly hair?""","""The girl has straight hair."" / ""The girl has curly hair."""
VISUAL 4 - UNIT 4,"""Does the man have a beard, moustache, glasses, freckles, or is he bald?""","""The man has [beard/moustache/glasses/freckles/bald]."""
VISUAL 4 - UNIT 4,"""Does the baby have a beard, moustache, glasses, freckles, or is bald?""","""The baby has [beard/moustache/glasses/freckles/bald]."""
VISUAL 4 - UNIT 4,"""Does the woman have sunglasses or glasses?""","""The woman has sunglasses."" / ""The woman has glasses."""
VISUAL 4 - UNIT 4,"""Does the woman have a beard, moustache, hat, glasses, freckles, or is she bald?""","""The woman has [beard/moustache/hat/glasses/freckles/bald]."""
VISUAL 4 - UNIT 4,"""What is this image?""","""This is an image of extra features like beard, moustache, etc."""
VISUAL 4 - UNIT 4,"""Does the boy have sunglasses or glasses?""","""The boy has sunglasses."" / ""The boy has glasses."""
VISUAL 4 - UNIT 4,"""Does the cat have a beard, moustache, hat, glasses, freckles, or is it bald?""","""The cat has [beard/moustache/hat/glasses/freckles/bald]."""
VISUAL 4 - UNIT 4,"""Does the man have a beard, moustache, hat, glasses, freckles, or is he bald?""","""The man has [beard/moustache/hat/glasses/freckles/bald]."""
VISUAL 4 - UNIT 4,"""Do they have a beard, moustache, hat, glasses, freckles, or are they bald?""","""They have [beard/moustache/hat/glasses/freckles/bald]."""
VISUAL 4 - UNIT 4,"""Does Santa have a beard, moustache, glasses, freckles, or is he bald?""","""Santa has [beard/moustache/glasses/freckles/bald]."""
VISUAL 4 - UNIT 4,"""Does the woman have a beard, moustache, glasses, freckles, or is she bald?""","""The woman has [beard/moustache/glasses/freckles/bald]."""
VISUAL 4 - UNIT 4,"""What color are your eyes?""","""My eyes are [insert color]."""
VISUAL 4 - UNIT 4,"""What color are the eyes?""","""The eyes are [insert color]."""
VISUAL 4 - UNIT 4,"""What is this image?""","""This is an image of eyes."""
VISUAL 4 - UNIT 4,"""What is this activity?""","""This activity is drawing hair."""
VISUAL 4 - UNIT 4,"""What is this activity?""","""This activity is drawing body parts."""
VISUAL 4 - UNIT 4,"""What is this activity?""","""This activity is drawing body types."""
VISUAL 4 - UNIT 4,"""What is this video about?""","""This video is about describing people and identifying who they are."""
VISUAL 4 - UNIT 4,"""What is this video about?""","""This video is about physical appearance."""
VISUAL 4 - UNIT 4,"""What is this video game about?""","""This video game is about guessing and describing people."""
VISUAL 4 - UNIT 4,"""What is this online game about?""","""This online game is about types of hair."""
VISUAL 4 - UNIT 4,"""What is this online game about?""","""This online game is about describing people."""
VISUAL 4 - UNIT 4,"""What is this online game about?""","""This online game is about family."""
VISUAL 4 - UNIT 4,"""What is this document?""", 
VISUAL 4 - UNIT 4,"""Do the women have a beard, moustache, glasses, freckles, or are they bald?""","""The women have [beard/moustache/glasses/freckles/bald]."""
VISUAL 4 - UNIT 4,Corrected Question,Corrected Answer
VISUAL 4 - UNIT 5,"""Are you a lazy or a hardworking person?""","""I am a lazy person."" / ""I am a hardworking person."""
VISUAL 4 - UNIT 5,"""Are you lazy after school?""","""Yes, I am lazy after school."" / ""No, I am not lazy after school."""
VISUAL 4 - UNIT 5,"""Are you lazy or hardworking in school?""","""I am lazy in school."" / ""I am hardworking in school."""
VISUAL 4 - UNIT 5,"""Are you lazy or hardworking on the weekend?""","""I am lazy on the weekend."" / ""I am hardworking on the weekend."""
VISUAL 4 - UNIT 5,"""Are ants hardworking or lazy workers?""","""Ants are hardworking workers."""
VISUAL 4 - UNIT 5,"""Are the men lazy or hardworking?""","""The men are lazy."" / ""The men are hardworking."""
VISUAL 4 - UNIT 5,"""Are you lazy in your sports lesson?""","""Yes, I am lazy in my sports lesson."" / ""No, I am not lazy in my sports lesson."""
VISUAL 4 - UNIT 5,"""Are you lazy about doing your homework?""","""Yes, I am lazy about doing my homework."" / ""No, I am not lazy about doing my homework."""
VISUAL 4 - UNIT 5,"""Is the man lazy or hardworking?""","""The man is lazy."" / ""The man is hardworking."""
VISUAL 4 - UNIT 5,"""Is the woman lazy or hardworking?""","""The woman is lazy."" / ""The woman is hardworking."""
VISUAL 4 - UNIT 5,"""Is the cat lazy or hardworking?""","""The cat is lazy."" / ""The cat is hardworking."""
VISUAL 4 - UNIT 5,"""What is this image?""","""This is an image contrasting lazy and hardworking traits."""
VISUAL 4 - UNIT 5,"""Are your pets lazy?""","""Yes, my pets are lazy."" / ""No, my pets are not lazy."""
VISUAL 4 - UNIT 5,"""Are you an honest or a dishonest person?""","""I am an honest person."" / ""I am a dishonest person."""
VISUAL 4 - UNIT 5,"""Are you always honest?""","""Yes, I am always honest."" / ""No, I am not always honest."""
VISUAL 4 - UNIT 5,"""Is it good or bad to be dishonest?""","""It is bad to be dishonest."""
VISUAL 4 - UNIT 5,"""Is Pinocchio honest or dishonest?""","""Pinocchio is dishonest."""
VISUAL 4 - UNIT 5,"""Is the man honest or dishonest?""","""The man is honest."" / ""The man is dishonest."""
VISUAL 4 - UNIT 5,"""Is the woman honest or dishonest?""","""The woman is honest."" / ""The woman is dishonest."""
VISUAL 4 - UNIT 5,"""Are politicians honest or dishonest people?""","""Politicians are honest."" / ""Politicians are dishonest."""
VISUAL 4 - UNIT 5,"""Is Mr. Trump an honest or a dishonest person?""","""Mr. Trump is honest."" / ""Mr. Trump is dishonest."""
VISUAL 4 - UNIT 5,"""What is this image?""","""This is an image contrasting honesty and dishonesty."""
VISUAL 4 - UNIT 5,"""Is the girl honest or dishonest?""","""The girl is honest."" / ""The girl is dishonest."""
VISUAL 4 - UNIT 5,"""Is the boy honest or dishonest?""","""The boy is honest."" / ""The boy is dishonest."""
VISUAL 4 - UNIT 5,"""Is your room tidy or untidy?""","""My room is tidy."" / ""My room is untidy."""
VISUAL 4 - UNIT 5,"""Do you like a tidy or untidy room?""","""I like a tidy room."" / ""I like an untidy room."""
VISUAL 4 - UNIT 5,"""Is your wardrobe tidy or untidy?""","""My wardrobe is tidy."" / ""My wardrobe is untidy."""
VISUAL 4 - UNIT 5,"""Who is tidy and untidy at home?""","""[Insert name] is tidy."" / ""[Insert name] is untidy."""
VISUAL 4 - UNIT 5,"""Is the fridge tidy or untidy?""","""The fridge is tidy."" / ""The fridge is untidy."""
VISUAL 4 - UNIT 5,"""Is your desk in your room tidy or untidy?""","""My desk is tidy."" / ""My desk is untidy."""
VISUAL 4 - UNIT 5,"""Is the room tidy or untidy?""","""The room is tidy."" / ""The room is untidy."""
VISUAL 4 - UNIT 5,"""Is the desk tidy or untidy?""","""The desk is tidy."" / ""The desk is untidy."""
VISUAL 4 - UNIT 5,"""Is the wardrobe tidy or untidy?""","""The wardrobe is tidy."" / ""The wardrobe is untidy."""
VISUAL 4 - UNIT 5,"""Is the kitchen tidy or untidy?""","""The kitchen is tidy."" / ""The kitchen is untidy."""
VISUAL 4 - UNIT 5,"""Is the desktop tidy or untidy?""","""The desktop is tidy."" / ""The desktop is untidy."""
VISUAL 4 - UNIT 5,"""What is this image?""","""This is an image contrasting tidy and untidy environments."""
VISUAL 4 - UNIT 5,"""Are you friendly or unfriendly?""","""I am friendly."" / ""I am unfriendly."""
VISUAL 4 - UNIT 5,"""Are snakes friendly or unfriendly?""","""Snakes are friendly."" / ""Snakes are unfriendly."""
VISUAL 4 - UNIT 5,"""Is your teacher friendly or unfriendly?""","""My teacher is friendly."" / ""My teacher is unfriendly."""
VISUAL 4 - UNIT 5,"""Is the dog friendly or unfriendly?""","""The dog is friendly."" / ""The dog is unfriendly."""
VISUAL 4 - UNIT 5,"""Are sharks friendly or unfriendly?""","""Sharks are friendly."" / ""Sharks are unfriendly."""
VISUAL 4 - UNIT 5,"""What is this image?""","""This is an image contrasting friendly and unfriendly traits."""
VISUAL 4 - UNIT 5,"""Are dolphins friendly or unfriendly?""","""Dolphins are friendly."" / ""Dolphins are unfriendly."""
VISUAL 4 - UNIT 5,"""Do you have friendly or unfriendly neighbors?""","""I have friendly neighbors."" / ""I have unfriendly neighbors."""
VISUAL 4 - UNIT 5,"""Is the boy friendly or unfriendly?""","""The boy is friendly."" / ""The boy is unfriendly."""
VISUAL 4 - UNIT 5,"""Is the alien friendly or unfriendly?""","""The alien is friendly."" / ""The alien is unfriendly."""
VISUAL 4 - UNIT 5,"""Are you patient or impatient?""","""I am patient."" / ""I am impatient."""
VISUAL 4 - UNIT 5,"""Are you patient waiting for friends?""","""Yes, I am patient waiting for friends."" / ""No, I am not patient waiting for friends."""
VISUAL 4 - UNIT 5,"""Is your friend patient or impatient?""","""My friend is patient."" / ""My friend is impatient."""
VISUAL 4 - UNIT 5,"""Are you patient with your computer?""","""Yes, I am patient with my computer."" / ""No, I am not patient with my computer."""
VISUAL 4 - UNIT 5,"""Is the pony patient or impatient?""","""The pony is patient."" / ""The pony is impatient."""
VISUAL 4 - UNIT 5,"""Is your teacher patient or impatient?""","""My teacher is patient."" / ""My teacher is impatient."""
VISUAL 4 - UNIT 5,"""Are children patient or impatient in the car?""","""Children are patient in the car."" / ""Children are impatient in the car."""
VISUAL 4 - UNIT 5,"""Are you patient or impatient at the bus stop?""","""I am patient at the bus stop."" / ""I am impatient at the bus stop."""
VISUAL 4 - UNIT 5,"""Is the man patient or impatient?""","""The man is patient."" / ""The man is impatient."""
VISUAL 4 - UNIT 5,"""Are you patient or impatient with slow internet?""","""I am patient with slow internet."" / ""I am impatient with slow internet."""
VISUAL 4 - UNIT 5,"""Is the girl patient or impatient?""","""The girl is patient."" / ""The girl is impatient."""
VISUAL 4 - UNIT 5,"""What is this image?""","""This is an image contrasting patience and impatience."""
VISUAL 4 - UNIT 5,"""Are you a polite or impolite person?""","""I am a polite person."" / ""I am an impolite person."""
VISUAL 4 - UNIT 5,"""Is it polite or impolite to say thank you?""","""It is polite to say thank you."""
VISUAL 4 - UNIT 5,"""Is sneezing with no tissue polite or impolite?""","""Sneezing with no tissue is impolite."""
VISUAL 4 - UNIT 5,"""Is it polite or impolite to fart?""","""It is impolite to fart."""
VISUAL 4 - UNIT 5,"""Is it polite or impolite to burp?""","""It is impolite to burp."""
VISUAL 4 - UNIT 5,"""Is picking your nose polite or impolite?""","""Picking your nose is impolite."""
VISUAL 4 - UNIT 5,"""Is the woman polite or impolite?""","""The woman is polite."" / ""The woman is impolite."""
VISUAL 4 - UNIT 5,"""Are they polite or impolite?""","""They are polite."" / ""They are impolite."""
VISUAL 4 - UNIT 5,"""Is the boy polite or impolite?""","""The boy is polite."" / ""The boy is impolite."""
VISUAL 4 - UNIT 5,"""Is the girl polite or impolite?""","""The girl is polite."" / ""The girl is impolite."""
VISUAL 4 - UNIT 5,"""Are the parrots polite or impolite?""","""The parrots are polite."" / ""The parrots are impolite."""
VISUAL 4 - UNIT 5,"""What is this image?""","""This is an image contrasting politeness and impoliteness."""
VISUAL 4 - UNIT 5,"""Are you a careful or careless person?""","""I am a careful person."" / ""I am a careless person."""
VISUAL 4 - UNIT 5,"""Must you be careful or careless when driving in winter?""","""You must be careful when driving in winter."""
VISUAL 4 - UNIT 5,"""Must you be careful or careless when crossing the road?""","""You must be careful when crossing the road."""
VISUAL 4 - UNIT 5,"""What is this image?""","""This is an image contrasting carefulness and carelessness."""
